tth,A-1.5.cps,A-11.5.cps,A-13.5.cps,A-15.5.cps,A-3.5.cps,A-5.5.cps,A-7.5.cps,A-9.5.cps,B-1.5.cps,B-11.5.cps,B-13.5.cps,B-3.5.cps,B-5.5.cps,B-7.5.cps,B-9.5.cps
12.0047743,0.618872561,0.533088245,0.563725501,0.618872561,0.441176479,0.563725501,0.606617658,0.459558832,0.514705892,0.50245099,0.55759805,0.520833343,0.582107854,0.422794126,0.484068637
12.02523947,0.655637267,0.526960794,0.50245099,0.508578441,0.625000012,0.606617658,0.569852952,0.539215696,0.594362756,0.588235305,0.496323539,0.526960794,0.496323539,0.508578441,0.637254914
12.04570464,0.588235305,0.496323539,0.563725501,0.490196088,0.551470599,0.545343147,0.490196088,0.539215696,0.533088245,0.575980403,0.526960794,0.612745109,0.625000012,0.637254914,0.50245099
12.06616981,0.772058838,0.600490207,0.490196088,0.526960794,0.582107854,0.496323539,0.539215696,0.526960794,0.422794126,0.526960794,0.44730393,0.490196088,0.50245099,0.490196088,0.526960794
12.08663498,0.649509816,0.545343147,0.465686283,0.594362756,0.520833343,0.514705892,0.575980403,0.551470599,0.600490207,0.588235305,0.533088245,0.520833343,0.533088245,0.575980403,0.594362756
12.10710015,0.643382365,0.526960794,0.563725501,0.490196088,0.520833343,0.539215696,0.747549034,0.533088245,0.533088245,0.379901968,0.496323539,0.508578441,0.44730393,0.453431381,0.514705892
12.12756532,0.723039229,0.533088245,0.575980403,0.600490207,0.569852952,0.526960794,0.508578441,0.526960794,0.606617658,0.526960794,0.582107854,0.545343147,0.477941185,0.569852952,0.618872561
12.14803049,0.72916668,0.539215696,0.569852952,0.526960794,0.55759805,0.477941185,0.618872561,0.496323539,0.465686283,0.575980403,0.588235305,0.600490207,0.661764718,0.435049028,0.514705892
12.16849566,0.778186289,0.508578441,0.55759805,0.508578441,0.520833343,0.496323539,0.594362756,0.600490207,0.582107854,0.582107854,0.606617658,0.612745109,0.551470599,0.600490207,0.453431381
12.18896082,0.625000012,0.637254914,0.545343147,0.441176479,0.514705892,0.441176479,0.50245099,0.575980403,0.55759805,0.704656876,0.582107854,0.661764718,0.545343147,0.55759805,0.612745109
12.20942599,0.67401962,0.569852952,0.575980403,0.55759805,0.588235305,0.600490207,0.575980403,0.594362756,0.526960794,0.551470599,0.508578441,0.50245099,0.588235305,0.631127463,0.490196088
12.22989116,0.563725501,0.686274523,0.484068637,0.539215696,0.545343147,0.588235305,0.477941185,0.545343147,0.551470599,0.514705892,0.551470599,0.539215696,0.514705892,0.490196088,0.533088245
12.25035633,0.588235305,0.649509816,0.563725501,0.484068637,0.526960794,0.465686283,0.612745109,0.490196088,0.459558832,0.575980403,0.606617658,0.588235305,0.514705892,0.477941185,0.649509816
12.2708215,0.594362756,0.533088245,0.514705892,0.508578441,0.484068637,0.50245099,0.569852952,0.588235305,0.588235305,0.600490207,0.526960794,0.594362756,0.643382365,0.526960794,0.643382365
12.29128667,0.698529425,0.50245099,0.508578441,0.588235305,0.67401962,0.520833343,0.67401962,0.649509816,0.625000012,0.490196088,0.435049028,0.612745109,0.471813734,0.606617658,0.612745109
12.31175184,0.618872561,0.649509816,0.526960794,0.55759805,0.477941185,0.539215696,0.569852952,0.545343147,0.459558832,0.661764718,0.55759805,0.625000012,0.508578441,0.514705892,0.588235305
12.33221701,0.55759805,0.594362756,0.533088245,0.698529425,0.484068637,0.545343147,0.594362756,0.477941185,0.539215696,0.612745109,0.471813734,0.508578441,0.606617658,0.55759805,0.612745109
12.35268218,0.680147072,0.588235305,0.520833343,0.551470599,0.526960794,0.508578441,0.55759805,0.545343147,0.533088245,0.680147072,0.441176479,0.588235305,0.55759805,0.490196088,0.514705892
12.37314735,0.563725501,0.637254914,0.459558832,0.551470599,0.477941185,0.465686283,0.551470599,0.50245099,0.490196088,0.600490207,0.545343147,0.588235305,0.508578441,0.575980403,0.50245099
12.39361252,0.545343147,0.465686283,0.428921577,0.588235305,0.435049028,0.514705892,0.612745109,0.551470599,0.710784327,0.661764718,0.496323539,0.539215696,0.490196088,0.67401962,0.582107854
12.41407768,0.692401974,0.606617658,0.44730393,0.582107854,0.545343147,0.490196088,0.410539223,0.514705892,0.520833343,0.471813734,0.44730393,0.496323539,0.453431381,0.520833343,0.539215696
12.43454285,0.471813734,0.545343147,0.551470599,0.520833343,0.459558832,0.514705892,0.625000012,0.563725501,0.514705892,0.594362756,0.588235305,0.379901968,0.600490207,0.484068637,0.496323539
12.45500802,0.539215696,0.55759805,0.459558832,0.435049028,0.471813734,0.533088245,0.606617658,0.490196088,0.520833343,0.471813734,0.471813734,0.582107854,0.44730393,0.545343147,0.471813734
12.47547319,0.655637267,0.575980403,0.545343147,0.490196088,0.563725501,0.631127463,0.563725501,0.600490207,0.594362756,0.514705892,0.416666674,0.50245099,0.428921577,0.428921577,0.435049028
12.49593836,0.594362756,0.637254914,0.612745109,0.465686283,0.373774517,0.526960794,0.649509816,0.465686283,0.484068637,0.508578441,0.551470599,0.551470599,0.465686283,0.600490207,0.618872561
12.51640353,0.655637267,0.600490207,0.514705892,0.520833343,0.539215696,0.551470599,0.655637267,0.600490207,0.453431381,0.496323539,0.600490207,0.575980403,0.514705892,0.539215696,0.514705892
12.5368687,0.533088245,0.735294131,0.477941185,0.514705892,0.496323539,0.465686283,0.490196088,0.551470599,0.496323539,0.625000012,0.44730393,0.569852952,0.594362756,0.526960794,0.490196088
12.55733387,0.655637267,0.655637267,0.471813734,0.569852952,0.551470599,0.551470599,0.563725501,0.643382365,0.496323539,0.50245099,0.50245099,0.520833343,0.471813734,0.471813734,0.508578441
12.57779904,0.637254914,0.490196088,0.465686283,0.490196088,0.435049028,0.477941185,0.514705892,0.539215696,0.50245099,0.520833343,0.514705892,0.50245099,0.526960794,0.582107854,0.490196088
12.59826421,0.594362756,0.606617658,0.600490207,0.471813734,0.569852952,0.50245099,0.606617658,0.471813734,0.496323539,0.600490207,0.569852952,0.514705892,0.496323539,0.496323539,0.551470599
12.61872938,0.686274523,0.569852952,0.526960794,0.514705892,0.563725501,0.575980403,0.606617658,0.551470599,0.569852952,0.50245099,0.539215696,0.477941185,0.416666674,0.625000012,0.594362756
12.63919454,0.526960794,0.533088245,0.484068637,0.471813734,0.539215696,0.471813734,0.563725501,0.575980403,0.471813734,0.465686283,0.496323539,0.533088245,0.459558832,0.514705892,0.496323539
12.65965971,0.625000012,0.465686283,0.477941185,0.67401962,0.490196088,0.477941185,0.477941185,0.563725501,0.484068637,0.600490207,0.428921577,0.477941185,0.404411772,0.575980403,0.55759805
12.68012488,0.569852952,0.625000012,0.55759805,0.477941185,0.539215696,0.526960794,0.50245099,0.459558832,0.55759805,0.606617658,0.618872561,0.594362756,0.50245099,0.484068637,0.55759805
12.70059005,0.569852952,0.67401962,0.545343147,0.526960794,0.508578441,0.514705892,0.514705892,0.465686283,0.649509816,0.428921577,0.44730393,0.520833343,0.594362756,0.594362756,0.551470599
12.72105522,0.637254914,0.563725501,0.539215696,0.594362756,0.508578441,0.55759805,0.496323539,0.631127463,0.484068637,0.539215696,0.563725501,0.496323539,0.520833343,0.533088245,0.539215696
12.74152039,0.508578441,0.582107854,0.508578441,0.484068637,0.484068637,0.490196088,0.569852952,0.526960794,0.551470599,0.533088245,0.526960794,0.569852952,0.428921577,0.465686283,0.50245099
12.76198556,0.569852952,0.551470599,0.612745109,0.55759805,0.631127463,0.569852952,0.551470599,0.465686283,0.484068637,0.551470599,0.435049028,0.465686283,0.50245099,0.569852952,0.594362756
12.78245073,0.465686283,0.514705892,0.477941185,0.50245099,0.428921577,0.533088245,0.612745109,0.477941185,0.484068637,0.410539223,0.490196088,0.490196088,0.44730393,0.533088245,0.545343147
12.8029159,0.533088245,0.563725501,0.459558832,0.465686283,0.50245099,0.428921577,0.569852952,0.526960794,0.563725501,0.44730393,0.533088245,0.545343147,0.428921577,0.496323539,0.612745109
12.82338107,0.533088245,0.526960794,0.508578441,0.477941185,0.520833343,0.441176479,0.539215696,0.582107854,0.496323539,0.551470599,0.539215696,0.563725501,0.582107854,0.533088245,0.600490207
12.84384624,0.441176479,0.588235305,0.631127463,0.588235305,0.428921577,0.520833343,0.526960794,0.539215696,0.618872561,0.465686283,0.477941185,0.545343147,0.55759805,0.484068637,0.526960794
12.8643114,0.453431381,0.55759805,0.526960794,0.539215696,0.477941185,0.490196088,0.618872561,0.428921577,0.496323539,0.551470599,0.539215696,0.618872561,0.398284321,0.44730393,0.545343147
12.88477657,0.422794126,0.582107854,0.600490207,0.563725501,0.508578441,0.465686283,0.526960794,0.435049028,0.551470599,0.55759805,0.588235305,0.398284321,0.545343147,0.477941185,0.539215696
12.90524174,0.533088245,0.563725501,0.324754908,0.588235305,0.520833343,0.637254914,0.459558832,0.526960794,0.551470599,0.459558832,0.704656876,0.520833343,0.422794126,0.428921577,0.539215696
12.92570691,0.575980403,0.582107854,0.477941185,0.471813734,0.594362756,0.459558832,0.594362756,0.459558832,0.594362756,0.551470599,0.477941185,0.459558832,0.367647066,0.490196088,0.398284321
12.94617208,0.575980403,0.606617658,0.477941185,0.533088245,0.422794126,0.649509816,0.526960794,0.563725501,0.496323539,0.612745109,0.435049028,0.569852952,0.410539223,0.55759805,0.575980403
12.96663725,0.477941185,0.453431381,0.50245099,0.508578441,0.514705892,0.459558832,0.471813734,0.526960794,0.526960794,0.612745109,0.575980403,0.520833343,0.545343147,0.520833343,0.508578441
12.98710242,0.533088245,0.723039229,0.496323539,0.526960794,0.594362756,0.686274523,0.594362756,0.514705892,0.582107854,0.471813734,0.367647066,0.484068637,0.441176479,0.545343147,0.533088245
13.00756759,0.545343147,0.643382365,0.373774517,0.435049028,0.55759805,0.477941185,0.514705892,0.484068637,0.533088245,0.496323539,0.533088245,0.575980403,0.435049028,0.484068637,0.465686283
13.02803276,0.575980403,0.520833343,0.465686283,0.484068637,0.569852952,0.539215696,0.453431381,0.563725501,0.496323539,0.563725501,0.459558832,0.594362756,0.459558832,0.496323539,0.667892169
13.04849793,0.50245099,0.551470599,0.520833343,0.484068637,0.526960794,0.575980403,0.563725501,0.582107854,0.490196088,0.649509816,0.39215687,0.637254914,0.398284321,0.44730393,0.55759805
13.0689631,0.612745109,0.496323539,0.526960794,0.490196088,0.55759805,0.526960794,0.655637267,0.533088245,0.465686283,0.496323539,0.526960794,0.551470599,0.582107854,0.459558832,0.55759805
13.08942826,0.588235305,0.612745109,0.477941185,0.575980403,0.545343147,0.514705892,0.551470599,0.471813734,0.533088245,0.594362756,0.422794126,0.50245099,0.44730393,0.50245099,0.44730393
13.10989343,0.496323539,0.631127463,0.496323539,0.471813734,0.661764718,0.545343147,0.514705892,0.471813734,0.453431381,0.526960794,0.44730393,0.477941185,0.563725501,0.588235305,0.533088245
13.1303586,0.55759805,0.496323539,0.631127463,0.545343147,0.514705892,0.612745109,0.545343147,0.44730393,0.50245099,0.637254914,0.379901968,0.545343147,0.539215696,0.55759805,0.50245099
13.15082377,0.551470599,0.575980403,0.520833343,0.563725501,0.514705892,0.50245099,0.569852952,0.618872561,0.526960794,0.55759805,0.490196088,0.569852952,0.453431381,0.520833343,0.606617658
13.17128894,0.637254914,0.533088245,0.422794126,0.588235305,0.459558832,0.551470599,0.539215696,0.563725501,0.526960794,0.594362756,0.533088245,0.563725501,0.428921577,0.465686283,0.465686283
13.19175411,0.496323539,0.563725501,0.545343147,0.404411772,0.526960794,0.588235305,0.496323539,0.484068637,0.631127463,0.545343147,0.441176479,0.55759805,0.39215687,0.465686283,0.453431381
13.21221928,0.716911778,0.484068637,0.520833343,0.520833343,0.569852952,0.508578441,0.520833343,0.575980403,0.422794126,0.477941185,0.533088245,0.551470599,0.441176479,0.569852952,0.484068637
13.23268445,0.50245099,0.441176479,0.496323539,0.471813734,0.539215696,0.422794126,0.477941185,0.465686283,0.539215696,0.44730393,0.533088245,0.569852952,0.545343147,0.422794126,0.484068637
13.25314962,0.526960794,0.594362756,0.520833343,0.50245099,0.55759805,0.477941185,0.545343147,0.575980403,0.55759805,0.612745109,0.539215696,0.539215696,0.667892169,0.490196088,0.490196088
13.27361479,0.606617658,0.44730393,0.373774517,0.520833343,0.575980403,0.539215696,0.539215696,0.526960794,0.526960794,0.459558832,0.496323539,0.631127463,0.563725501,0.490196088,0.539215696
13.29407996,0.545343147,0.526960794,0.459558832,0.545343147,0.50245099,0.50245099,0.520833343,0.539215696,0.508578441,0.563725501,0.514705892,0.526960794,0.514705892,0.50245099,0.55759805
13.31454512,0.551470599,0.649509816,0.496323539,0.67401962,0.441176479,0.484068637,0.545343147,0.55759805,0.526960794,0.575980403,0.435049028,0.459558832,0.465686283,0.496323539,0.508578441
13.33501029,0.545343147,0.453431381,0.496323539,0.435049028,0.533088245,0.490196088,0.649509816,0.520833343,0.514705892,0.459558832,0.612745109,0.582107854,0.453431381,0.471813734,0.551470599
13.35547546,0.471813734,0.551470599,0.44730393,0.661764718,0.422794126,0.637254914,0.55759805,0.563725501,0.465686283,0.496323539,0.50245099,0.563725501,0.563725501,0.477941185,0.508578441
13.37594063,0.545343147,0.490196088,0.44730393,0.563725501,0.606617658,0.526960794,0.533088245,0.496323539,0.563725501,0.545343147,0.50245099,0.484068637,0.533088245,0.569852952,0.508578441
13.3964058,0.716911778,0.539215696,0.508578441,0.508578441,0.453431381,0.533088245,0.533088245,0.477941185,0.539215696,0.588235305,0.471813734,0.435049028,0.496323539,0.50245099,0.625000012
13.41687097,0.637254914,0.545343147,0.44730393,0.520833343,0.496323539,0.588235305,0.612745109,0.618872561,0.471813734,0.526960794,0.416666674,0.594362756,0.44730393,0.600490207,0.533088245
13.43733614,0.496323539,0.67401962,0.398284321,0.588235305,0.526960794,0.496323539,0.471813734,0.441176479,0.514705892,0.55759805,0.484068637,0.490196088,0.484068637,0.539215696,0.477941185
13.45780131,0.618872561,0.545343147,0.612745109,0.441176479,0.422794126,0.563725501,0.55759805,0.588235305,0.551470599,0.533088245,0.441176479,0.575980403,0.410539223,0.520833343,0.514705892
13.47826648,0.569852952,0.588235305,0.50245099,0.545343147,0.477941185,0.50245099,0.539215696,0.563725501,0.569852952,0.625000012,0.465686283,0.44730393,0.435049028,0.435049028,0.520833343
13.49873165,0.563725501,0.606617658,0.477941185,0.618872561,0.477941185,0.453431381,0.551470599,0.514705892,0.471813734,0.600490207,0.526960794,0.441176479,0.569852952,0.50245099,0.545343147
13.51919682,0.533088245,0.459558832,0.373774517,0.612745109,0.55759805,0.514705892,0.526960794,0.471813734,0.533088245,0.484068637,0.533088245,0.44730393,0.422794126,0.600490207,0.490196088
13.53966198,0.569852952,0.575980403,0.520833343,0.465686283,0.588235305,0.594362756,0.520833343,0.428921577,0.600490207,0.441176479,0.484068637,0.520833343,0.459558832,0.496323539,0.655637267
13.56012715,0.533088245,0.575980403,0.50245099,0.551470599,0.533088245,0.545343147,0.655637267,0.477941185,0.588235305,0.459558832,0.520833343,0.569852952,0.569852952,0.582107854,0.520833343
13.58059232,0.563725501,0.643382365,0.594362756,0.471813734,0.428921577,0.441176479,0.563725501,0.526960794,0.563725501,0.526960794,0.477941185,0.520833343,0.545343147,0.453431381,0.526960794
13.60105749,0.582107854,0.575980403,0.471813734,0.551470599,0.526960794,0.477941185,0.484068637,0.422794126,0.625000012,0.533088245,0.484068637,0.533088245,0.459558832,0.582107854,0.453431381
13.62152266,0.55759805,0.514705892,0.422794126,0.422794126,0.526960794,0.661764718,0.520833343,0.526960794,0.508578441,0.496323539,0.477941185,0.551470599,0.416666674,0.563725501,0.569852952
13.64198783,0.686274523,0.484068637,0.55759805,0.575980403,0.625000012,0.551470599,0.55759805,0.435049028,0.520833343,0.594362756,0.44730393,0.44730393,0.514705892,0.575980403,0.55759805
13.662453,0.526960794,0.575980403,0.533088245,0.398284321,0.508578441,0.606617658,0.637254914,0.520833343,0.539215696,0.416666674,0.539215696,0.459558832,0.496323539,0.398284321,0.637254914
13.68291817,0.655637267,0.465686283,0.520833343,0.496323539,0.50245099,0.545343147,0.508578441,0.453431381,0.569852952,0.496323539,0.508578441,0.526960794,0.533088245,0.428921577,0.428921577
13.70338334,0.520833343,0.477941185,0.588235305,0.594362756,0.569852952,0.526960794,0.533088245,0.551470599,0.588235305,0.545343147,0.428921577,0.404411772,0.490196088,0.50245099,0.594362756
13.72384851,0.631127463,0.551470599,0.416666674,0.539215696,0.545343147,0.465686283,0.582107854,0.453431381,0.569852952,0.612745109,0.318627457,0.50245099,0.508578441,0.50245099,0.496323539
13.74431368,0.551470599,0.484068637,0.459558832,0.569852952,0.545343147,0.520833343,0.588235305,0.435049028,0.428921577,0.545343147,0.459558832,0.569852952,0.459558832,0.526960794,0.471813734
13.76477885,0.563725501,0.484068637,0.514705892,0.477941185,0.545343147,0.44730393,0.533088245,0.484068637,0.459558832,0.465686283,0.490196088,0.355392164,0.625000012,0.465686283,0.490196088
13.78524401,0.588235305,0.490196088,0.545343147,0.55759805,0.594362756,0.545343147,0.594362756,0.526960794,0.508578441,0.582107854,0.539215696,0.539215696,0.575980403,0.588235305,0.477941185
13.80570918,0.575980403,0.520833343,0.569852952,0.612745109,0.477941185,0.588235305,0.625000012,0.533088245,0.471813734,0.490196088,0.526960794,0.594362756,0.533088245,0.575980403,0.514705892
13.82617435,0.435049028,0.680147072,0.508578441,0.526960794,0.44730393,0.545343147,0.508578441,0.496323539,0.545343147,0.496323539,0.575980403,0.428921577,0.514705892,0.526960794,0.551470599
13.84663952,0.67401962,0.643382365,0.484068637,0.465686283,0.459558832,0.477941185,0.539215696,0.496323539,0.484068637,0.508578441,0.453431381,0.563725501,0.471813734,0.545343147,0.563725501
13.86710469,0.459558832,0.514705892,0.55759805,0.588235305,0.490196088,0.465686283,0.606617658,0.477941185,0.508578441,0.496323539,0.588235305,0.484068637,0.398284321,0.545343147,0.484068637
13.88756986,0.67401962,0.416666674,0.563725501,0.625000012,0.435049028,0.44730393,0.569852952,0.539215696,0.520833343,0.514705892,0.453431381,0.539215696,0.508578441,0.600490207,0.484068637
13.90803503,0.643382365,0.490196088,0.575980403,0.471813734,0.496323539,0.435049028,0.594362756,0.563725501,0.465686283,0.496323539,0.453431381,0.551470599,0.569852952,0.477941185,0.508578441
13.9285002,0.508578441,0.582107854,0.508578441,0.637254914,0.55759805,0.526960794,0.526960794,0.44730393,0.490196088,0.520833343,0.606617658,0.459558832,0.600490207,0.575980403,0.569852952
13.94896537,0.569852952,0.484068637,0.526960794,0.367647066,0.428921577,0.477941185,0.477941185,0.563725501,0.428921577,0.563725501,0.539215696,0.508578441,0.539215696,0.533088245,0.582107854
13.96943054,0.496323539,0.563725501,0.496323539,0.582107854,0.631127463,0.508578441,0.551470599,0.655637267,0.526960794,0.441176479,0.508578441,0.514705892,0.44730393,0.575980403,0.569852952
13.98989571,0.539215696,0.625000012,0.545343147,0.484068637,0.514705892,0.459558832,0.508578441,0.520833343,0.44730393,0.508578441,0.582107854,0.490196088,0.612745109,0.477941185,0.484068637
14.01036087,0.600490207,0.551470599,0.44730393,0.459558832,0.582107854,0.490196088,0.514705892,0.539215696,0.490196088,0.416666674,0.50245099,0.465686283,0.514705892,0.373774517,0.465686283
14.03082604,0.477941185,0.533088245,0.588235305,0.520833343,0.643382365,0.539215696,0.50245099,0.514705892,0.484068637,0.484068637,0.422794126,0.490196088,0.50245099,0.404411772,0.594362756
14.05129121,0.545343147,0.686274523,0.44730393,0.582107854,0.477941185,0.594362756,0.600490207,0.496323539,0.563725501,0.441176479,0.508578441,0.490196088,0.55759805,0.533088245,0.563725501
14.07175638,0.575980403,0.563725501,0.680147072,0.551470599,0.594362756,0.637254914,0.50245099,0.490196088,0.490196088,0.50245099,0.508578441,0.563725501,0.526960794,0.484068637,0.545343147
14.09222155,0.704656876,0.618872561,0.465686283,0.545343147,0.50245099,0.490196088,0.459558832,0.551470599,0.533088245,0.539215696,0.477941185,0.44730393,0.50245099,0.484068637,0.588235305
14.11268672,0.539215696,0.514705892,0.539215696,0.563725501,0.496323539,0.484068637,0.477941185,0.526960794,0.428921577,0.514705892,0.50245099,0.539215696,0.490196088,0.441176479,0.471813734
14.13315189,0.563725501,0.526960794,0.410539223,0.477941185,0.526960794,0.625000012,0.514705892,0.50245099,0.50245099,0.465686283,0.588235305,0.569852952,0.367647066,0.588235305,0.563725501
14.15361706,0.539215696,0.575980403,0.625000012,0.484068637,0.355392164,0.435049028,0.606617658,0.477941185,0.526960794,0.453431381,0.643382365,0.508578441,0.459558832,0.582107854,0.520833343
14.17408223,0.545343147,0.582107854,0.539215696,0.496323539,0.533088245,0.520833343,0.606617658,0.545343147,0.465686283,0.55759805,0.539215696,0.496323539,0.514705892,0.490196088,0.588235305
14.1945474,0.716911778,0.563725501,0.625000012,0.600490207,0.471813734,0.594362756,0.514705892,0.539215696,0.545343147,0.588235305,0.459558832,0.563725501,0.514705892,0.490196088,0.422794126
14.21501257,0.545343147,0.526960794,0.50245099,0.465686283,0.490196088,0.551470599,0.551470599,0.551470599,0.465686283,0.520833343,0.563725501,0.55759805,0.484068637,0.404411772,0.594362756
14.23547773,0.441176479,0.533088245,0.55759805,0.50245099,0.465686283,0.50245099,0.551470599,0.631127463,0.514705892,0.453431381,0.50245099,0.490196088,0.410539223,0.453431381,0.508578441
14.2559429,0.404411772,0.490196088,0.533088245,0.520833343,0.465686283,0.539215696,0.600490207,0.484068637,0.441176479,0.416666674,0.459558832,0.539215696,0.606617658,0.575980403,0.533088245
14.27640807,0.625000012,0.484068637,0.551470599,0.575980403,0.520833343,0.459558832,0.539215696,0.533088245,0.551470599,0.496323539,0.441176479,0.453431381,0.520833343,0.526960794,0.551470599
14.29687324,0.551470599,0.606617658,0.477941185,0.618872561,0.563725501,0.514705892,0.490196088,0.55759805,0.539215696,0.612745109,0.459558832,0.545343147,0.386029419,0.563725501,0.539215696
14.31733841,0.539215696,0.575980403,0.428921577,0.477941185,0.428921577,0.453431381,0.563725501,0.539215696,0.386029419,0.582107854,0.539215696,0.575980403,0.398284321,0.490196088,0.526960794
14.33780358,0.612745109,0.612745109,0.50245099,0.520833343,0.588235305,0.582107854,0.600490207,0.539215696,0.508578441,0.453431381,0.490196088,0.471813734,0.575980403,0.44730393,0.496323539
14.35826875,0.55759805,0.569852952,0.496323539,0.508578441,0.526960794,0.514705892,0.588235305,0.508578441,0.526960794,0.55759805,0.490196088,0.520833343,0.514705892,0.490196088,0.588235305
14.37873392,0.514705892,0.55759805,0.569852952,0.496323539,0.471813734,0.50245099,0.465686283,0.477941185,0.490196088,0.39215687,0.471813734,0.490196088,0.459558832,0.508578441,0.582107854
14.39919909,0.563725501,0.55759805,0.520833343,0.551470599,0.637254914,0.416666674,0.533088245,0.533088245,0.533088245,0.520833343,0.496323539,0.569852952,0.496323539,0.55759805,0.422794126
14.41966426,0.667892169,0.594362756,0.50245099,0.477941185,0.477941185,0.533088245,0.600490207,0.569852952,0.514705892,0.594362756,0.588235305,0.508578441,0.50245099,0.575980403,0.428921577
14.44012943,0.594362756,0.539215696,0.563725501,0.569852952,0.594362756,0.465686283,0.625000012,0.582107854,0.386029419,0.545343147,0.50245099,0.520833343,0.514705892,0.435049028,0.50245099
14.46059459,0.508578441,0.667892169,0.569852952,0.526960794,0.551470599,0.477941185,0.520833343,0.551470599,0.539215696,0.508578441,0.551470599,0.563725501,0.575980403,0.533088245,0.526960794
14.48105976,0.625000012,0.539215696,0.563725501,0.55759805,0.471813734,0.539215696,0.55759805,0.539215696,0.459558832,0.533088245,0.50245099,0.55759805,0.520833343,0.643382365,0.551470599
14.50152493,0.625000012,0.55759805,0.563725501,0.588235305,0.539215696,0.477941185,0.496323539,0.484068637,0.649509816,0.539215696,0.526960794,0.545343147,0.569852952,0.459558832,0.533088245
14.5219901,0.625000012,0.533088245,0.465686283,0.545343147,0.520833343,0.459558832,0.514705892,0.545343147,0.594362756,0.618872561,0.551470599,0.649509816,0.520833343,0.471813734,0.582107854
14.54245527,0.508578441,0.594362756,0.441176479,0.514705892,0.569852952,0.55759805,0.514705892,0.618872561,0.600490207,0.471813734,0.55759805,0.422794126,0.514705892,0.569852952,0.520833343
14.56292044,0.612745109,0.600490207,0.477941185,0.575980403,0.44730393,0.477941185,0.582107854,0.594362756,0.582107854,0.600490207,0.551470599,0.582107854,0.520833343,0.618872561,0.55759805
14.58338561,0.618872561,0.686274523,0.490196088,0.545343147,0.545343147,0.465686283,0.428921577,0.514705892,0.39215687,0.563725501,0.471813734,0.588235305,0.545343147,0.563725501,0.575980403
14.60385078,0.533088245,0.588235305,0.563725501,0.563725501,0.533088245,0.514705892,0.563725501,0.50245099,0.551470599,0.692401974,0.526960794,0.600490207,0.582107854,0.551470599,0.575980403
14.62431595,0.551470599,0.618872561,0.625000012,0.563725501,0.594362756,0.496323539,0.575980403,0.55759805,0.631127463,0.484068637,0.508578441,0.594362756,0.582107854,0.514705892,0.594362756
14.64478112,0.569852952,0.661764718,0.594362756,0.459558832,0.686274523,0.539215696,0.526960794,0.55759805,0.563725501,0.533088245,0.618872561,0.67401962,0.514705892,0.514705892,0.569852952
14.66524629,0.723039229,0.612745109,0.643382365,0.704656876,0.582107854,0.520833343,0.618872561,0.606617658,0.569852952,0.582107854,0.612745109,0.55759805,0.686274523,0.582107854,0.508578441
14.68571145,0.496323539,0.575980403,0.520833343,0.490196088,0.612745109,0.55759805,0.588235305,0.643382365,0.539215696,0.631127463,0.600490207,0.600490207,0.514705892,0.618872561,0.551470599
14.70617662,0.575980403,0.563725501,0.422794126,0.490196088,0.496323539,0.404411772,0.575980403,0.422794126,0.50245099,0.575980403,0.484068637,0.459558832,0.526960794,0.594362756,0.520833343
14.72664179,0.545343147,0.533088245,0.539215696,0.545343147,0.490196088,0.588235305,0.520833343,0.649509816,0.465686283,0.526960794,0.606617658,0.539215696,0.545343147,0.551470599,0.539215696
14.74710696,0.490196088,0.526960794,0.471813734,0.435049028,0.533088245,0.435049028,0.600490207,0.435049028,0.545343147,0.526960794,0.533088245,0.569852952,0.508578441,0.398284321,0.539215696
14.76757213,0.667892169,0.508578441,0.563725501,0.514705892,0.496323539,0.50245099,0.459558832,0.545343147,0.533088245,0.453431381,0.490196088,0.575980403,0.50245099,0.484068637,0.539215696
14.7880373,0.508578441,0.496323539,0.484068637,0.539215696,0.471813734,0.459558832,0.539215696,0.569852952,0.50245099,0.539215696,0.508578441,0.514705892,0.453431381,0.496323539,0.453431381
14.80850247,0.484068637,0.471813734,0.471813734,0.520833343,0.490196088,0.465686283,0.514705892,0.588235305,0.44730393,0.551470599,0.496323539,0.520833343,0.459558832,0.490196088,0.484068637
14.82896764,0.569852952,0.490196088,0.508578441,0.404411772,0.508578441,0.398284321,0.484068637,0.465686283,0.484068637,0.545343147,0.551470599,0.490196088,0.533088245,0.514705892,0.545343147
14.84943281,0.435049028,0.594362756,0.44730393,0.612745109,0.612745109,0.496323539,0.625000012,0.477941185,0.386029419,0.618872561,0.50245099,0.667892169,0.563725501,0.50245099,0.520833343
14.86989798,0.490196088,0.618872561,0.484068637,0.50245099,0.514705892,0.459558832,0.416666674,0.575980403,0.575980403,0.39215687,0.496323539,0.453431381,0.55759805,0.471813734,0.55759805
14.89036315,0.539215696,0.55759805,0.514705892,0.533088245,0.563725501,0.582107854,0.533088245,0.514705892,0.490196088,0.514705892,0.563725501,0.514705892,0.496323539,0.490196088,0.545343147
14.91082831,0.496323539,0.594362756,0.441176479,0.582107854,0.453431381,0.533088245,0.545343147,0.44730393,0.477941185,0.526960794,0.435049028,0.477941185,0.496323539,0.526960794,0.44730393
14.93129348,0.600490207,0.551470599,0.569852952,0.618872561,0.508578441,0.428921577,0.508578441,0.520833343,0.551470599,0.477941185,0.514705892,0.435049028,0.44730393,0.453431381,0.526960794
